,cpi,cpi_goods,cpi_services,retail_sales,avg_hourly_earnings,ECI,PCE_core
1995-03-01,151.4,139.4,172.4,200247.0,,,68.755
1995-04-01,151.9,139.7,172.7,201032.0,,,68.915
1995-05-01,152.2,139.6,172.9,202986.0,,,69.032
1995-06-01,152.5,138.9,173.4,205500.0,,,69.092
1995-07-01,152.5,138.3,174.1,204920.0,,,69.201
1995-08-01,152.9,138.9,174.6,206521.0,,,69.367
1995-09-01,153.2,139.7,174.9,207006.0,,,69.458
1995-10-01,153.7,140.5,175.6,206176.0,,,69.627
1995-11-01,153.6,140.7,175.7,208664.0,,,69.672
1995-12-01,153.5,140.0,175.7,210399.0,,,69.77
1996-01-01,154.4,140.3,176.6,208699.0,,,69.849
1996-02-01,154.9,140.8,177.6,212008.0,,,69.94
1996-03-01,155.7,141.9,178.1,213891.0,,,70.102
1996-04-01,156.3,142.0,178.2,214676.0,,,70.197
1996-05-01,156.6,141.7,178.4,216299.0,,,70.319
1996-06-01,156.7,141.0,179.0,216068.0,,,70.373
1996-07-01,157.0,140.3,179.9,216332.0,,,70.505
1996-08-01,157.3,140.3,180.4,216358.0,,,70.566
1996-09-01,157.8,141.4,180.7,219256.0,,,70.78
1996-10-01,158.3,142.0,181.2,221060.0,,,70.948
1996-11-01,158.6,142.2,181.4,220963.0,,,71.041
1996-12-01,158.6,141.5,181.5,221991.0,,,71.068
1997-01-01,159.1,141.5,182.4,223481.0,,,71.144
1997-02-01,159.6,142.2,183.1,225422.0,,,71.29
1997-03-01,160.0,143.0,183.8,226161.0,,,71.46
1997-04-01,160.2,143.5,184.1,224615.0,,,71.6
1997-05-01,160.1,143.3,184.1,222929.0,,,71.652
1997-06-01,160.3,142.2,184.6,226057.0,,,71.758
1997-07-01,160.5,141.5,185.4,228703.0,,,71.807
1997-08-01,160.8,141.2,185.8,229309.0,,,71.778
1997-09-01,161.2,142.0,186.0,230312.0,,,71.927
1997-10-01,161.6,142.7,186.7,229836.0,,,72.036
1997-11-01,161.5,142.8,186.7,230440.0,,,72.058
1997-12-01,161.3,142.1,186.9,231181.0,,,72.1
1998-01-01,161.6,142.0,187.9,231587.0,,,72.21
1998-02-01,161.9,142.7,188.8,231684.0,,,72.272
1998-03-01,162.2,143.1,189.4,233083.0,,,72.349
1998-04-01,162.5,143.8,189.7,235986.0,,,72.482
1998-05-01,162.8,143.6,189.8,237075.0,,,72.552
1998-06-01,163.0,142.8,190.3,238971.0,,,72.461
1998-07-01,163.2,142.4,190.9,237411.0,,,72.665
1998-08-01,163.4,142.7,191.5,236379.0,,,72.807
1998-09-01,163.6,143.2,191.8,238550.0,,,72.795
1998-10-01,164.0,143.8,192.3,242549.0,,,72.937
1998-11-01,164.0,143.8,192.4,244291.0,,,72.95
1998-12-01,163.9,143.9,192.5,246530.0,,,73.076
1999-01-01,164.3,143.7,193.2,246868.0,,,73.18
1999-02-01,164.5,143.7,194.0,249520.0,,,73.155
1999-03-01,165.0,143.9,194.7,250667.0,,,73.177
1999-04-01,166.2,144.9,195.0,252477.0,,,73.365
1999-05-01,166.2,144.5,195.0,254735.0,,,73.435
1999-06-01,166.2,143.7,195.3,255449.0,,,73.474
1999-07-01,166.7,143.2,196.1,257456.0,,,73.606
1999-08-01,167.1,143.0,196.5,260230.0,,,73.642
1999-09-01,167.9,144.6,196.6,261317.0,,,73.837
1999-10-01,168.2,145.3,197.2,261818.0,,,73.963
1999-11-01,168.3,145.0,197.5,264965.0,,,74.034
1999-12-01,168.3,144.2,197.7,269863.0,,,74.128
2000-01-01,168.8,143.6,198.9,268044.0,,,74.306
2000-02-01,169.8,144.2,199.7,272020.0,,,74.415
2000-03-01,171.2,145.3,200.7,275192.0,,,74.568
2000-04-01,171.3,145.9,200.9,271046.0,,,74.617
2000-05-01,171.5,145.5,201.2,271394.0,,,74.697
2000-06-01,172.4,144.5,201.9,273422.0,,,74.754
2000-07-01,172.8,143.8,202.7,272630.0,,,74.925
2000-08-01,172.8,143.7,203.5,272918.0,,,75.021
2000-09-01,173.7,145.1,203.5,277548.0,,,75.203
2000-10-01,174.0,145.6,204.1,276927.0,,,75.308
2000-11-01,174.1,146.0,204.2,276029.0,,,75.441
2000-12-01,174.0,145.1,204.4,275791.0,,,75.515
2001-01-01,175.1,144.8,205.7,278834.0,,87.6,75.796
2001-02-01,175.8,145.5,206.8,278773.0,,,75.93
2001-03-01,176.2,146.2,207.7,276450.0,,,76.009
2001-04-01,176.9,146.6,208.0,280808.0,,88.4,76.13
2001-05-01,177.7,145.7,208.4,281496.0,,,76.148
2001-06-01,178.0,144.9,209.4,280401.0,,,76.318
2001-07-01,177.5,144.4,210.1,279504.0,,89.2,76.515
2001-08-01,177.5,143.8,211.2,281413.0,,,76.553
2001-09-01,178.3,145.2,211.2,276084.0,,,76.118
2001-10-01,177.7,145.6,211.7,294540.0,,90.0,76.654
2001-11-01,177.4,146.0,212.3,287111.0,,,76.81
2001-12-01,176.7,144.7,212.6,283705.0,,,76.828
2002-01-01,177.1,143.7,213.8,283508.0,,90.7,76.871
2002-02-01,177.8,144.2,215.1,285054.0,,,77.018
2002-03-01,178.8,144.6,215.9,284262.0,,,77.11
2002-04-01,179.8,145.1,216.3,288833.0,,91.5,77.325
2002-05-01,179.8,144.4,216.6,284951.0,,,77.411
2002-06-01,179.9,143.4,217.2,287372.0,,,77.534
2002-07-01,180.1,142.5,218.0,290385.0,,92.0,77.692
2002-08-01,180.7,142.8,219.0,292650.0,,,77.845
2002-09-01,181.0,143.6,218.9,288410.0,,,77.972
2002-10-01,181.3,143.9,219.5,289576.0,,92.4,78.038
2002-11-01,181.3,143.6,219.8,291484.0,,,78.114
2002-12-01,180.9,142.5,219.8,293947.0,,,78.187
2003-01-01,181.7,141.7,221.0,295248.0,,93.3,78.24
2003-02-01,183.1,142.1,221.9,291167.0,,,78.348
2003-03-01,184.2,142.6,222.4,296325.0,,,78.474
2003-04-01,183.8,142.5,222.5,295600.0,,93.9,78.561
2003-05-01,183.5,141.7,223.1,296410.0,,,78.674
2003-06-01,183.7,140.8,223.5,299626.0,,,78.718
2003-07-01,183.9,139.9,224.3,302747.0,,94.6,78.915
2003-08-01,184.6,139.7,224.9,307809.0,,,79.004
2003-09-01,185.2,140.2,224.9,305933.0,,,79.114
2003-10-01,185.0,140.4,225.8,304809.0,,95.1,79.26
2003-11-01,184.5,139.9,225.6,308527.0,,,79.368
2003-12-01,184.3,139.0,225.5,307407.0,,,79.467
2004-01-01,185.2,138.5,226.6,309254.0,,95.7,79.671
2004-02-01,186.2,139.3,227.5,311393.0,,,79.8
2004-03-01,187.4,140.3,228.9,316912.0,,,79.934
2004-04-01,188.0,140.5,229.4,313512.0,,96.3,80.142
2004-05-01,189.1,140.2,229.6,318964.0,,,80.252
2004-06-01,189.7,139.4,230.2,314958.0,,,80.379
2004-07-01,189.4,138.2,231.0,318549.0,,97.0,80.474
2004-08-01,189.5,138.1,231.4,318977.0,,,80.505
2004-09-01,189.9,139.4,231.6,324569.0,,,80.656
2004-10-01,190.9,140.5,232.1,326740.0,,97.5,80.831
2004-11-01,191.0,140.6,231.9,327836.0,,,81.005
2004-12-01,190.3,139.8,231.9,331874.0,,,81.109
2005-01-01,190.7,139.7,232.9,328696.0,,98.2,81.401
2005-02-01,191.8,140.3,234.3,333026.0,,,81.536
2005-03-01,193.3,141.1,235.7,333581.0,,,81.737
2005-04-01,194.6,141.2,236.0,336583.0,,98.7,81.831
2005-05-01,194.4,141.1,235.9,334522.0,,,81.999
2005-06-01,194.5,140.0,236.4,343998.0,,,82.056
2005-07-01,195.4,138.9,237.4,346576.0,,99.3,82.176
2005-08-01,196.4,139.0,237.7,343307.0,,,82.243
2005-09-01,198.8,140.2,237.4,343956.0,,,82.425
2005-10-01,199.2,141.0,238.4,344097.0,,100.1,82.662
2005-11-01,197.6,140.8,238.6,347325.0,,,82.873
2005-12-01,196.8,140.1,238.7,347405.0,,,82.959
2006-01-01,198.3,139.9,239.7,357331.0,,100.7,83.145
2006-02-01,198.7,140.3,241.1,354706.0,,,83.279
2006-03-01,199.8,141.5,242.4,355665.0,20.05,,83.509
2006-04-01,201.5,141.7,243.2,357423.0,20.15,101.5,83.764
2006-05-01,202.5,141.5,243.7,356704.0,20.13,,83.974
2006-06-01,202.9,140.7,244.7,357879.0,20.23,,84.186
2006-07-01,203.5,139.6,245.8,359006.0,20.29,102.5,84.268
2006-08-01,203.9,139.9,246.5,360691.0,20.32,,84.44
2006-09-01,202.9,140.9,246.6,358961.0,20.41,,84.573
2006-10-01,201.8,141.2,247.5,358462.0,20.43,103.3,84.726
2006-11-01,201.5,140.6,247.5,359266.0,20.49,,84.766
2006-12-01,201.8,139.9,247.5,363730.0,20.57,,84.88
2007-01-01,202.416,139.628,248.836,363616.0,20.59,104.3,85.224
2007-02-01,203.499,140.305,250.199,364006.0,20.68,,85.408
2007-03-01,205.352,141.056,251.026,367158.0,20.73,,85.494
2007-04-01,206.686,140.995,251.714,366187.0,20.78,105.1,85.616
2007-05-01,207.949,140.518,252.05,370934.0,20.84,,85.717
2007-06-01,208.352,139.589,252.955,368154.0,20.95,,85.859
2007-07-01,208.299,138.757,253.998,369614.0,20.95,105.9,85.988
2007-08-01,207.917,138.895,254.491,371358.0,21.0,,86.116
2007-09-01,208.49,139.828,254.706,372869.0,21.04,,86.351
2007-10-01,208.936,140.501,255.385,375289.0,21.06,106.8,86.576
2007-11-01,210.177,140.547,255.549,378860.0,21.12,,86.746
2007-12-01,210.036,140.014,255.785,374298.0,21.17,,86.92
2008-01-01,211.08,139.845,257.22,375236.0,21.2,107.6,87.093
2008-02-01,211.693,140.324,258.098,371833.0,21.26,,87.178
2008-03-01,213.528,141.056,259.249,372745.0,21.36,,87.349
2008-04-01,214.823,141.156,259.503,372572.0,21.38,108.5,87.4
2008-05-01,216.632,140.677,260.049,376036.0,21.47,,87.559
2008-06-01,218.815,139.925,261.216,376455.0,21.51,,87.76
2008-07-01,219.964,139.535,262.323,375038.0,21.6,109.2,87.918
2008-08-01,219.086,139.785,262.867,372284.0,21.7,,88.026
2008-09-01,218.783,140.528,262.98,366729.0,21.72,,88.116
2008-10-01,216.573,140.659,263.156,352950.0,21.76,109.7,87.991
2008-11-01,212.425,140.236,262.901,339350.0,21.87,,87.952
2008-12-01,210.228,139.228,262.636,332091.0,21.94,,87.909
2009-01-01,211.143,139.111,263.759,336929.0,21.96,110.0,87.882
2009-02-01,212.193,140.27,264.547,335576.0,21.99,,87.952
2009-03-01,212.709,141.662,265.147,329747.0,22.06,,88.015
2009-04-01,213.24,142.489,265.399,331352.0,22.09,110.4,88.211
2009-05-01,213.856,142.36,265.466,334256.0,22.11,,88.279
2009-06-01,215.693,141.99,265.993,339883.0,22.14,,88.392
2009-07-01,215.351,141.463,266.484,340517.0,22.18,110.8,88.468
2009-08-01,215.834,141.31,267.008,346668.0,22.23,,88.599
2009-09-01,215.969,142.729,266.894,338507.0,22.27,,88.755
2009-10-01,216.177,143.857,267.081,341654.0,22.3,111.2,89.082
2009-11-01,216.33,143.871,266.488,344375.0,22.35,,89.16
2009-12-01,215.949,143.383,266.237,346072.0,22.36,,89.236
2010-01-01,216.687,143.125,266.519,346046.0,22.41,111.7,89.368
2010-02-01,216.741,143.711,266.967,346702.0,22.45,,89.446
2010-03-01,217.631,144.399,267.248,354147.0,22.46,,89.579
2010-04-01,218.009,144.169,267.587,357304.0,22.49,112.1,89.625
2010-05-01,218.178,143.888,267.829,354015.0,22.53,,89.724
2010-06-01,217.965,143.376,268.308,353683.0,22.53,,89.767
2010-07-01,218.011,142.864,268.655,354622.0,22.59,112.5,89.769
2010-08-01,218.312,143.206,268.903,356573.0,22.62,,89.855
2010-09-01,218.439,143.866,269.034,359257.0,22.67,,89.906
2010-10-01,218.711,144.028,269.208,363557.0,22.74,113.0,90.043
2010-11-01,218.803,143.594,269.509,367050.0,22.73,,90.16
2010-12-01,219.179,142.83,269.572,369192.0,22.76,,90.179
2011-01-01,220.223,142.845,270.199,371782.0,22.86,113.4,90.372
2011-02-01,221.309,143.712,270.982,375001.0,22.87,,90.53
2011-03-01,223.467,144.632,271.468,378434.0,22.87,,90.667
2011-04-01,224.906,145.214,271.775,380295.0,22.91,113.9,90.875
2011-05-01,225.964,145.657,272.158,380140.0,22.98,,91.091
2011-06-01,225.722,145.741,272.695,383141.0,23.01,,91.191
2011-07-01,225.922,145.486,273.327,382882.0,23.1,114.3,91.326
2011-08-01,226.545,146.159,274.038,383682.0,23.07,,91.508
2011-09-01,226.889,146.734,274.327,387558.0,23.12,,91.57
2011-10-01,226.421,147.068,274.851,389844.0,23.2,114.7,91.614
2011-11-01,226.23,146.811,275.224,391167.0,23.19,,91.808
2011-12-01,225.672,145.929,275.643,391535.0,23.22,,91.96
2012-01-01,226.665,145.963,276.432,395459.0,23.25,115.3,92.235
2012-02-01,227.663,146.628,277.027,400155.0,23.28,,92.364
2012-03-01,229.392,147.644,277.78,401556.0,23.36,,92.521
2012-04-01,230.085,148.07,278.431,399953.0,23.39,115.8,92.661
2012-05-01,229.815,148.02,278.956,399106.0,23.4,,92.755
2012-06-01,229.478,147.725,279.608,395630.0,23.46,,92.85
2012-07-01,229.104,147.137,280.024,397399.0,23.5,116.2,92.946
2012-08-01,230.379,147.133,280.526,402164.0,23.48,,93.005
2012-09-01,231.407,147.74,281.081,405251.0,23.57,,93.119
2012-10-01,231.317,148.036,281.7,405422.0,23.56,116.6,93.345
2012-11-01,230.221,147.487,282.044,407266.0,23.63,,93.445
2012-12-01,229.601,146.387,282.4,408758.0,23.73,,93.514
2013-01-01,230.28,146.492,283.284,412017.0,23.75,117.2,93.703
2013-02-01,232.166,147.093,284.231,417067.0,23.78,,93.805
2013-03-01,232.773,147.717,284.834,414115.0,23.8,,93.891
2013-04-01,232.531,147.992,284.954,411862.0,23.87,117.7,93.937
2013-05-01,232.945,147.762,285.479,414350.0,23.89,,94.047
2013-06-01,233.504,147.385,286.024,415454.0,23.96,,94.209
2013-07-01,233.596,146.872,286.617,418215.0,23.98,118.2,94.329
2013-08-01,233.877,147.088,287.239,417389.0,24.02,,94.431
2013-09-01,234.149,147.659,287.72,417699.0,24.06,,94.543
2013-10-01,233.546,147.814,288.243,419288.0,24.09,118.8,94.703
2013-11-01,233.069,147.191,288.792,420468.0,24.16,,94.86
2013-12-01,233.049,146.277,289.001,422930.0,24.18,,94.961
2014-01-01,233.916,146.025,289.779,419051.0,24.23,119.1,95.064
2014-02-01,234.781,146.509,290.621,424784.0,24.33,,95.109
2014-03-01,236.293,147.226,291.518,429251.0,24.32,,95.25
2014-04-01,237.072,147.589,292.257,433581.0,24.34,119.8,95.413
2014-05-01,237.9,147.454,293.208,434292.0,24.4,,95.574
2014-06-01,238.343,147.087,293.668,435487.0,24.46,,95.682
2014-07-01,238.25,146.452,294.068,436102.0,24.48,120.7,95.848
2014-08-01,237.852,146.519,294.284,439643.0,24.54,,95.885
2014-09-01,238.031,147.268,294.676,438535.0,24.55,,96.013
2014-10-01,237.433,147.542,295.434,440128.0,24.58,121.3,96.096
2014-11-01,236.151,146.439,295.911,441139.0,24.66,,96.181
2014-12-01,234.812,145.127,296.021,438604.0,24.62,,96.249
2015-01-01,233.707,144.865,296.979,436142.0,24.75,122.1,96.214
2015-02-01,234.722,145.761,297.75,435398.0,24.79,,96.324
2015-03-01,236.119,146.887,298.612,442001.0,24.86,,96.47
2015-04-01,236.599,147.303,299.544,442898.0,24.89,122.4,96.648
2015-05-01,237.805,147.014,300.264,446305.0,24.97,,96.766
2015-06-01,238.638,146.444,301.04,446649.0,24.97,,96.882
2015-07-01,238.654,145.722,301.665,450262.0,25.0,123.1,96.978
2015-08-01,238.316,145.808,301.963,450270.0,25.09,,97.056
2015-09-01,237.945,146.5,302.663,448091.0,25.11,,97.196
2015-10-01,237.838,146.504,303.694,447083.0,25.19,123.8,97.228
2015-11-01,237.336,145.624,304.441,448892.0,25.25,,97.332
2015-12-01,236.525,144.522,304.699,450611.0,25.24,,97.396
2016-01-01,236.916,144.725,305.803,447561.0,25.38,124.5,97.567
2016-02-01,237.111,145.856,306.932,451821.0,25.38,,97.736
2016-03-01,238.132,146.367,307.703,450561.0,25.45,,97.876
2016-04-01,239.261,146.565,308.619,452443.0,25.53,125.4,98.117
2016-05-01,240.229,146.23,309.77,454003.0,25.58,,98.284
2016-06-01,241.018,145.517,310.68,458757.0,25.62,,98.386
2016-07-01,240.628,144.832,311.072,458192.0,25.69,126.0,98.529
2016-08-01,240.849,145.14,311.746,458505.0,25.72,,98.703
2016-09-01,241.428,145.562,312.205,461454.0,25.77,,98.834
2016-10-01,241.729,145.701,312.919,462455.0,25.89,126.7,98.961
2016-11-01,241.353,144.593,313.702,462288.0,25.9,,99.005
2016-12-01,241.432,143.668,314.19,467979.0,25.92,,99.12
2017-01-01,242.839,144.365,315.282,473101.0,26.0,127.5,99.385
2017-02-01,243.603,145.14,316.506,472927.0,26.07,,99.561
2017-03-01,243.801,145.527,316.481,472170.0,26.11,,99.519
2017-04-01,244.524,145.665,316.971,473916.0,26.17,128.3,99.723
2017-05-01,244.733,145.119,317.67,471486.0,26.21,,99.803
2017-06-01,244.955,144.577,318.345,473538.0,26.26,,99.937
2017-07-01,244.786,143.915,318.674,473583.0,26.36,129.2,100.01
2017-08-01,245.519,143.895,319.559,474421.0,26.38,,100.118
2017-09-01,246.819,144.108,320.21,484107.0,26.49,,100.24
2017-10-01,246.663,144.273,321.253,485016.0,26.49,130.0,100.486
2017-11-01,246.669,143.295,321.69,489917.0,26.53,,100.535
2017-12-01,246.524,142.647,322.25,492859.0,26.61,,100.683
2018-01-01,247.867,143.417,323.5,490447.0,26.73,131.0,101.007
2018-02-01,248.991,144.412,324.69,493422.0,26.75,,101.198
2018-03-01,249.554,145.05,325.61,493123.0,26.86,,101.419
2018-04-01,250.546,145.131,326.252,494303.0,26.91,131.8,101.602
2018-05-01,251.588,144.745,327.298,500585.0,26.98,,101.78
2018-06-01,251.989,144.237,328.068,498989.0,27.04,,101.872
2018-07-01,252.006,143.861,328.641,502441.0,27.09,132.9,102.006
2018-08-01,252.146,143.599,329.086,502076.0,27.2,,102.016
2018-09-01,252.439,143.641,329.761,499995.0,27.32,,102.205
2018-10-01,252.885,144.134,330.465,505338.0,27.37,133.9,102.366
2018-11-01,252.038,143.542,330.983,507073.0,27.44,,102.556
2018-12-01,251.233,142.84,331.478,496683.0,27.55,,102.735
2019-01-01,251.712,143.892,332.444,499639.0,27.59,134.8,102.878
2019-02-01,252.776,144.609,333.586,500570.0,27.71,,102.959
2019-03-01,254.202,144.994,334.518,508402.0,27.8,,103.049
2019-04-01,255.548,144.851,335.468,508687.0,27.78,135.7,103.274
2019-05-01,256.092,144.457,336.204,512334.0,27.86,,103.381
2019-06-01,256.143,144.461,337.197,513162.0,27.95,,103.586
2019-07-01,256.571,144.448,337.867,517547.0,28.02,136.8,103.706
2019-08-01,256.558,144.806,338.619,521011.0,28.13,,103.811
2019-09-01,256.759,144.596,339.377,518121.0,28.17,,103.889
2019-10-01,257.346,144.577,340.302,519530.0,28.23,137.8,104.048
2019-11-01,257.208,143.722,341.032,523313.0,28.35,,104.066
2019-12-01,256.974,142.92,341.347,525405.0,28.37,,104.279
2020-01-01,257.971,143.532,342.694,524991.0,28.44,139.1,104.475
2020-02-01,258.678,144.605,344.006,525359.0,28.55,,104.664
2020-03-01,258.115,144.718,343.99,478099.0,28.77,,104.586
2020-04-01,256.389,143.613,342.776,408187.0,30.01,139.6,104.237
2020-05-01,256.394,142.964,342.801,485791.0,29.72,,104.364
2020-06-01,257.797,142.908,343.713,527459.0,29.38,,104.527
2020-07-01,259.101,143.696,345.493,535844.0,29.38,140.3,104.913
2020-08-01,259.918,145.391,345.936,541193.0,29.48,,105.229
2020-09-01,260.28,146.096,345.88,551970.0,29.51,,105.39
2020-10-01,260.388,146.261,346.22,549765.0,29.54,141.4,105.47
2020-11-01,260.229,145.75,346.884,544839.0,29.63,,105.552
2020-12-01,260.474,145.317,346.808,550198.0,29.9,,105.899
2021-01-01,261.582,145.973,347.19,569309.0,29.93,142.9,106.267
2021-02-01,263.014,146.532,348.361,554929.0,30.06,,106.499
2021-03-01,264.877,147.16,349.607,615573.0,30.06,,106.945
2021-04-01,267.054,149.915,351.265,620556.0,30.21,144.1,107.594
2021-05-01,269.195,152.217,352.721,615378.0,30.39,,108.167
2021-06-01,271.696,155.284,354.25,621612.0,30.54,,108.655
2021-07-01,273.003,155.873,355.375,612394.0,30.65,146.1,109.12
2021-08-01,273.567,156.581,355.423,617658.0,30.77,,109.458
2021-09-01,274.31,156.72,355.962,622104.0,30.95,,109.684
2021-10-01,276.589,158.55,357.469,632065.0,31.15,147.8,110.217
2021-11-01,277.948,159.426,358.722,639228.0,31.24,,110.778
2021-12-01,278.802,160.85,359.559,635598.0,31.4,,111.446
2022-01-01,281.148,162.991,361.397,644750.0,31.63,149.6,111.973
2022-02-01,283.716,164.559,363.672,653552.0,31.65,,112.436
2022-03-01,287.504,164.449,365.938,667050.0,31.84,,112.88
2022-04-01,289.109,164.52,368.565,675899.0,31.95,151.6,113.248
2022-05-01,292.296,165.14,370.937,674915.0,32.08,,113.656
2022-06-01,296.311,166.403,373.664,680515.0,32.2,,114.297
2022-07-01,296.276,166.746,375.06,675822.0,32.33,153.5,114.534
2022-08-01,296.171,167.637,376.98,680252.0,32.44,,115.158
2022-09-01,296.808,167.104,379.634,678202.0,32.54,,115.686
2022-10-01,298.012,166.601,381.58,688352.0,32.7,155.3,116.087
2022-11-01,297.711,165.291,383.179,679045.0,32.83,,116.417
2022-12-01,296.797,164.304,384.906,670566.0,32.94,,116.868
2023-01-01,299.17,165.34,387.258,695776.0,33.07,157.1,117.461
2023-02-01,300.84,166.246,390.07,687942.0,33.15,,117.883
2023-03-01,301.836,166.961,392.024,681673.0,33.31,,118.279
2023-04-01,303.363,167.833,393.769,684636.0,33.44,158.6,118.642
2023-05-01,304.127,168.499,395.295,689158.0,33.54,,118.984
2023-06-01,305.109,168.588,396.646,690518.0,33.7,,119.189
2023-07-01,305.691,168.014,398.002,694415.0,33.84,160.5,119.332
2023-08-01,307.026,168.029,399.219,699540.0,33.91,,119.449
2023-09-01,307.789,167.141,401.234,705304.0,34.01,,119.842
2023-10-01,307.671,166.759,402.549,703528.0,34.1,162.0,120.01
2023-11-01,307.051,165.367,404.143,703336.0,34.23,,120.088
2023-12-01,306.746,164.59,405.338,706180.0,34.36,,120.294
2024-01-01,308.417,164.866,408.051,700291.0,34.55,,
